"股票代码","股票简称","所属概念","所属同花顺行业","所属指数类","股本规模[20190301]","股票市场类型","技术形态[20190304]","选股动向[20190304]","买入信号inter[20190304]","卖出信号inter[20190304]","开盘价:不复权[20190304]","收盘价:不复权[20190304]","最高价:不复权[20190304]","最低价:不复权[20190304]","量比[20190304]","委比[20190304]","概念龙头[20190304]","基本每股收益[20180930]","每股净资产bps[20180930]","换手率[20190304]","股息率(股票获利率)[20171231]","成交量[20190304]","成交额[20190304]","振幅[20190304]","涨跌幅:前复权[20190304]","总股本[20190304]","流通a股[20190304]","总市值[20190304]","a股市值(不含限售股)[20190304]","市盈率(pe,ttm)[20190304]","市盈率(pe)[20190304]","静态市盈率(中证发布)[20190304]","市净率(pb)[20190304]","实际控制人[20190304]","实际控制人类型[20190304]","实际控制人持股比例[20190304]","资金流向[20190304]","归属于母公司所有者的净利润[20180930]","交易状态[20190304]","牛叉诊股综合评分[20190301]","主营产品名称","经营范围","省份","城市"
"000068.SZ","华控赛格","国际板;负极材料;石墨烯;锂电池;PPP概念;海绵城市;创投","公用事业-环保工程-环保工程及服务","中证全指;深证综指;制造指数;深证A指;新兴综指;新指数;中证A股","中盘股","深证主板A股;全部A股;深证上市公司;深证AB股;全部AB股;深证A股;全部上市公司;全部A股(非ST)","阴线||缩量||下降通道","优质股||持续5天缩量||箱体震荡","skdj金叉","行情收盘价下穿5日","4.6","4.60","4.66","4.55","0.9","14.392","PPP概念||锂电池||石墨烯||创投","-0.0481","0.6032","0.37","","3721553.0","17148694.0","2.356","10.048","1006671464.00","1006671464.00","6503097657.44","2929414000.000","100.288","-424.427","100.657","4.683","黄俞","个人","13.6302","-6635444.7","-48470421.91","","5.4","液晶电视||技术咨询规划服务||电子元器件||环保设备及材料||仓租服务业||环保材料","受托资产管理、投资咨询、企业管理咨询、经济信息咨询（不含限制项目）；市场营销策划；投资兴办实业（具体项目另行申报）；国内贸易（不含专营、专卖、专控商品）；货物及技术进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请）。","广东省","深圳市"
"000099.SZ","中信海直","三沙;大飞机;海洋经济;私人飞机;航天军工;融资融券;转融券标的;通用航空;无人机;证金持股;央企国资改革;年报预增","交通运输-机场航运-航空运输Ⅲ","深证700;新指数;新兴综指;深证A指;中证A股;中证全指;中小创新;深证综指;深证1000;运输指数","中盘股","深证上市公司;深证A股;全部A股(非ST);全部上市公司;深证主板A股;全部A股;深证AB股;全部AB股","光头阳线||红二兵||底部吸筹","圆弧顶||5日均线大于10日均线||连涨3天","cci买入信号||boll突破上轨||kdj金叉","行情收盘价下穿5日","8.23","6.07","8.31","8.22","0.68","-17.105","","0.1452","4.9928","0.336","0.16629712","2034869.0","16811452.0","1.094","-0.817","606070420.00","606070420.00","4897048993.6","3715211700.000","41.019","44.761","41.3","1.246","中国中信集团有限公司","中央国有企业","11.4591","452425.1","88007001.4","","6.3","航空维修||海上石油直升机飞行服务||电力巡线||港口引航||通用航空运输服务||通用航空||海上石油||维修||陆上通航||通航维修||通航培训","通用航空包机飞行、石油服务、直升机引航、医疗救护；空中游览、直升机机外载荷飞行、人工降水、航空探矿、航空摄影、海洋监测、渔业飞行、城市消防、空中巡查、航空器代管；私用驾驶员执照培训、航空护林、空中拍照、空中广告、科学实验、气象探测；进出口业务；直升机机体、动力装置、机载设备、特种作业设备的维修、改装及技术服务；石油化工产品的仓储；非经营性危险货物运输(3)类【危险品名称：汽油(闪电<-18℃)；煤油】；机械设备的销售；无人机技术推广、驾驶员培训和应用数据服务及无人机系统设备研制与销售；直升机机体及发动机的维修及维护，航空部件、附件的修理及维护；航空器材、设备及技术进出口(不涉及国营贸易商品，涉及配额、许可证管理及其它专项规定管理的商品，按国家有关规定办理申请)；融资租赁业务；租赁业务；向国内外购买租赁财产；租赁财产的残值处理及维修；租赁交易咨询。","广东省","深圳市"
"000158.SZ","常山北明","互联网银行;京津冀一体化;口罩;史玉柱概念;国产软件;正定新区;雄安软件;雄安金融;深股通;灾备存储;腾讯概念;网络安全;地方国资改革;大数据;智慧城市;雄安新区;华为概念","信息服务-计算机应用-软件开发及服务","深证成指;制造指数;中证500;深证1000;深证综指;中证A股;中证700;中证全指;新指数;中证800;深证A指;深证700","中盘股","深证AB股;全部AB股;深股通;深证上市公司;全部A股;全部A股(非ST);深证主板A股;全部上市公司;深证A股","阴线||回调缩量||缩量","5日均线大于10日均线||持续4天缩量||连涨3天","cci买入信号","行情收盘价下穿5日||roc卖出信号","7.76","5.50","8.05","7.73","1.28","-46.236","","0.024","3.609","1.002","0.62972292","10173117.0","80636204.0","4.108","1.289","1652874961.00","1624186848.00","9801548518.73","8933027700.000","27.722","151.802","26.998","1.527","石家庄市国有资产监督管理委员会","地方国资委","27.5457","34453600.0","39720354.77","","6.0","纱||棉花||服装床品||系统集成及行业解决方案||代理产品增值销售||定制化软件及服务||涤纶||坯布||进出口||棉纱||系统集成及行业解决方案服务","计算机软件技术开发、技术服务、技术咨询，棉花、办公设备、电子元器件、通信设备、计算机及零配件、计算机软件、仪器仪表、光伏设备的批发零售；通信设备、计算机零配件的租赁，计算机系统集成；自营和代理各类商品及技术的进出口业务；天然纤维和人造纤维的纺织品、针织品、服装加工；家用服饰、纺织品、产业用纺织品的设计、开发、制造（限分支机构经营）、销售；本企业和本企业成员企业生产、科研所需的原辅料、机械设备、仪器仪表、零配件及相关技术的进出口业务（国家限定公司经营或禁止出口的商品除外）；机电设备（特种设备除外）、新风净化器及配件的生产（限分支机构经营）、销售；经营本企业的进料加工；房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","河北省","石家庄市"
"000159.SZ","国际实业","一带一路;新疆振兴;油品改革;稀缺资源;焦炭;壳资源","化工-基础化学-石油贸易","批零指数;中证全指;中证A股;深证A指;新指数;深证综指","小盘股","深证AB股;全部上市公司;深证主板A股;深证上市公司;全部A股;全部A股(非ST);全部AB股;深证A股","光头阳线||放量拉升||放量","持续5天放量||圆弧顶||5日均线大于10日均线","cci买入信号||boll突破上轨||macd金叉","bias卖出信号||行情收盘价下穿5日||wr超买","4.55","4.26","4.65","4.54","1.4","2.217","","0.0558","4.405","0.739","0.56925996","3554884.0","16324343.0","2.412","-0.699","481139294.00","481139294.00","2312099626.33","1813895100.000","-32.972","-31.054","-30.477","0.886","张彦夫","个人","29.64","-2214555.6","26833913.27","","5.7","房地产销售业务||油品销售||成品油||焦炭||房地产销售||油品销售业务||互联网金融||煤焦化||焦煤||原油||油品||油品产业||房地产开发业","许可经营项目：经营进出口业务（具体事项以外经贸部的批复为准）；燃料油进口经营、焦炭出口；燃料油、重油、氧化剂和有机过氧化物的销售；焦煤、煤化工产品、煤制品的生产及销售（国家有专项审批规定的产品除外）；煤炭出口业务，边贸成品油出口业务；石脑油（溶剂油）的批发；麻黄素及麻黄素类产品的出口。
　　一般经营项目：股权投资；机电设备、化工产品（汽车及国家有专项规定的产品除外）、轻工产品、建筑材料、金属材料、现代办公用品、畜产品、农副产品（粮食收储、批发）、针、棉纺织品的销售；蕃茄种植、加工及蕃茄制品的销售；房地产开发、销售、租赁；棉花销售；经营边境小额贸易业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","新疆维吾尔自治区","乌鲁木齐市"
"000166.SZ","申万宏源","MSCI概念;金控平台;融资融券;深股通;转融券标的;证金持股;央企国资改革","金融服务-证券-证券Ⅲ","深证A指;300精明;新指数;深证300;金融指数;深证综指;深证1000;深证100;深证成指;中证全指;中证100;沪深300;中证A股;中证800","超大盘股","深证主板A股;深证A股;全部AB股;深股通;深证AB股;全部A股;全部A股(非ST);全部上市公司;沪深300;深证100R;深证上市公司","光头阳线||红二兵||横盘","圆弧顶||连涨3天||轻资产","kdj金叉||dmi金叉||mtm金叉","行情收盘价下穿5日||wr超买","4.99","4.38","5.04","4.99","0.84","-13.978","","0.15","3.0671","0.078","1.04619839","15527520.0","77833055.0","1.0","-0.680","22535944560.00","20028119193.00","126652008427.2","88724568000.000","21.508","24.364","21.607","1.480","中央汇金投资有限责任公司","中央国有企业","54.8962","6336584.5","3311480442.01","","6.9","投资银行业务||资产管理||基金管理业务||证券及期货经纪业务||证券自营及其他投资业务||证券承销及保荐业务||资产及基金管理业务||信用业务||境外业务","投资管理，实业投资，股权投资，投资咨询，房屋租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","新疆维吾尔自治区","乌鲁木齐市"
"000402.SZ","金融街","MSCI概念;中央政务区;北京环球影城;参股券商;静安闸北合并;融资融券;深股通;转融券标的;北京国资改革;地方国资改革;安邦系","房地产-房地产开发-房地产开发Ⅲ","中证800;新指数;300精明;地产指数;深证A指;深证300;深证成指;深证综指;深证1000;中证700;中证A股;中证全指;沪深300;中证200;深证200","大盘股","深证上市公司;全部A股;全部AB股;深证AB股;深股通;全部上市公司;沪深300;深证A股;深证主板A股;全部A股(非ST)","缩量||下降通道||阳线","圆弧顶||持续4天缩量||董事长是创始人","行情收盘价上穿5日||kdj超卖||kdj金叉","dma死叉","10.38","6.73","10.44","10.34","0.61","-33.519","","0.35","9.9476","0.23","2.70027003","6877853.0","71451858.0","0.962","-1.464","2988929907.00","2987835321.00","24449446639.26","20347159000.000","7.116","16.193","7.138","0.689","北京市西城区国有资产监督管理委员会","地方国资委","33.4285","-8640332.0","1040908275.66","","6.3","房产开发||物业租赁||物业经营||富凯大厦||购物中心||公寓||德胜国际中心项目||土地开发||经营租赁||房地产开发||房产||写字楼||租赁业务","房地产开发，销售商品房；物业管理；新技术及产品项目投资；技术开发；技术服务；技术咨询；停车服务；出租办公用房、商业用房；健身服务；劳务服务；打字；复印；会议服务；技术培训；承办展览展示；饭店管理；餐饮管理；企业形象策划；组织文化交流活动；销售百货、工艺美术品、建筑材料、机械电气设备安装；货物进出口、技术进出口、代理进出口；以下项目仅限分公司经营：住宿、游泳池、网球场、中西餐、冷、热饮、糕点、美容美发、洗浴、零售烟卷、图书期刊。","北京市","西城区"
"000404.SZ","长虹华意","地热能;节能环保;融资融券;镍氢电池;智能家居;服务机器人;转融券标的;机器人概念;贸易战影响股;工业4.0;地方国资改革","家用电器-白色家电-其他白色家电","深证A指;制造指数;深证综指;中证A股;中证1000;中证全指;新指数","小盘股","全部A股(非ST);全部上市公司;深证上市公司;深证主板A股;深证A股;深证AB股;全部AB股;全部A股","缩量||横盘||底部吸筹","本月发生大宗交易||圆弧顶||连续3天的dde大单净额大于0","行情收盘价上穿5日||boll突破中轨||skdj金叉","行情收盘价下穿5日","5.71","4.16","6.34","5.69","5.03","-57.1","","0.0901","4.5058","7.289","0.41335453","50542629.0","310850690.0","11.285","-0.716","695995979.00","692948073.00","3208541463.19","2951958800.000","98.386","26.758","31.387","0.935","绵阳市国有资产监督管理委员会","地方国资委","6.96","18947967.0","62681826.58","","5.6","配件||冰箱压缩机||压缩机||原材料及配件","无氟压缩机、电冰箱及其配件的生产和销售,制冷设备的来料加工、来样加工、来件装配、补偿贸易,五金配件的加工及销售,对外贸易经营(实行国营贸易管理货物的进出口业务除外),资产租赁,家用电器的销售,企业管理咨询与服务,信息技术咨询与服务,财务咨询与服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","江西省","景德镇市"
"000430.SZ","张家界","微信概念;收入改革;村镇银行;腾讯概念;虚拟导游;地方国资改革","餐饮旅游-景点及旅游-自然景点","新指数;深证A指;公共指数;中证A股;中证全指;深证综指","小盘股","全部A股(非ST);深证A股;深证AB股;深证主板A股;深证上市公司;全部AB股;全部A股;全部上市公司","阴线||放量||平台整理","本月发生大宗交易||跌破增发价||KDJ J线低于10","wr超卖","行情收盘价下穿5日","8.09","5.35","8.1","8.01","1.03","-23.81","","0.1353","3.9758","0.342","","882674.0","7102824.5","1.118","1.518","404817686.00","331738800.00","2380327993.68","2123128300.000","54.611","34.688","39.603","1.645","张家界市人民政府国有资产监督管理委员会","地方国资委","34.9521","-996010.56","54769567.81","","5.5","环保客运服务||观光电车门票||宝峰湖景区门票||周洛景区门票||杨家界索道||张国际酒店||广告代理||房屋租赁||环保客运||宝峰湖景区||旅行社||十里画廊观光电车||广告||周洛景区||宝峰湖||旅行社服务||环保客车||交通枢纽||索道运营||索道||旅行社业务||景区业务||客运||观光电车","旅游资源开发，旅游基础设施建设，旅游配套服务，与旅游有关的高科技开发；旅游环保产品开发、生产、销售；旅游信息咨询服务；从事国家法律法规及政策允许范围内的产业投资；销售百货、五金、交电、化工（不含危险品及监控化学产品）、建筑材料、机械电子设备及政策允许的矿产品、金属材料。","湖南省","张家界市"
"000498.SZ","山东路桥","PPP概念;高铁;一带一路;地方国资改革;山东国资改革;债转股","建筑材料-建筑装饰-基础建设","中证A股;深证1000;深证综指;中小创新;建筑指数;深证700;深证A指;新指数;中证1000;中证全指","小盘股","全部上市公司;全部A股(非ST);深证AB股;深证A股;全部A股;深证上市公司;全部AB股;深证主板A股","十字星||缩量||价升量涨","圆弧顶||5日均线大于10日均线||股权高度集中","mtm金叉||vr买入信号","行情收盘价下穿5日||kdj死叉","6.45","5.41","6.5","6.44","0.96","-6.045","","0.3136","3.8632","1.036","0.89820359","3667372.0","23743177.0","0.926","-1.993","1120139063.00","440700000.00","6788042721.78","1709916000.000","9.246","12.769","9.334","1.061","山东省人民政府国有资产监督管理委员会","地方国资委","62.1498","-1826061.5","351282239.0","","5.9","养护工程||路桥养护||路桥工程施工||化纤||公路桥梁||路桥养护施工||周转材料及设备租赁销售||商品混凝土加工销售||工程设计咨询","公路、桥梁工程、隧道工程、市政工程、建筑工程、交通工程、港口与航道工程、铁路工程、城市轨道交通工程施工；资格证书范围内承包境外公路、桥梁、隧道工程、港口与航道工程、铁路工程、城市轨道交通工程及境内国际招标工程及上述境外工程所需的设备、材料出口，工程机械及配件的生产、修理、技术开发、产品销售、租赁；筑路工程技术咨询、培训；起重机械销售及租赁；交通及附属设施、高新技术的投资、开发；能源环保基础设施项目的开发、建设、投资和经营。","山东省","济南市"
"000502.SZ","绿景控股","人工智能;壳资源","房地产-房地产开发-房地产开发Ⅲ","中证全指;深证综指;新指数;深证A指;地产指数;中证A股","小盘股","全部A股(非ST);全部AB股;深证主板A股;全部A股;深证AB股;深证上市公司;全部上市公司;深证A股","光脚阳线||放量拉升||四阳夹一阴","光脚阳线||圆弧顶||5日均线大于10日均线","cci买入信号||boll突破上轨","wr超买","9.03","7.40","9.1","8.92","0.54","51.925","","0.2272","0.9132","0.722","","1323011.0","11887836.4","1.987","-1.596","184819607.00","183348857.00","1474860463.86","1177099660.000","-16.76","-21.405","-14.451","11.327","余斌","个人","22.65","-1156663.0","41986565.09","","5.6","誉晖花园||天誉江南花园||金碧御水山庄||物业管理服务||物业管理||房产销售||房地产开发||东山花庭||城乡一体化||涉矿||医院||医院管理||医疗","项目投资、医疗健康产业投资，股权投资，投资管理，资产管理，医院管理咨询，健康信息咨询；销售医疗器械Ⅰ类Ⅱ类；网络信息技术开发及服务；计算机软件的技术开发及服务，技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","广东省","广州市"
"000513.SZ","丽珠集团","B转H;参股新三板;横琴新区;生物医药;融资融券;深股通;转融券标的;哮喘;单抗;中医药;医保目录;基因测序;创新药;流感","医药生物-化学制药-化学制剂","深证300;新兴综指;新指数;中证800;深证A指;深证200;中证A股;中证700;中证全指;深证创新;深证成指;制造指数;中证500;深证1000;深证综指","大盘股","全部A股(非ST);深股通;深证主板A股;深证A股;含H股的A股;全部上市公司;深证AB股;全部A股;深证上市公司;全部AB股","阴线||中阴线||放量","基金新进持股比例大于5%||成长股||优质股","bias买入信号||kdj超卖||wr超卖","boll跌破下轨","72.45","26.88","75.29","72.18","1.28","-8.318","","1.31","14.884","1.625","3.00882419","5662903.0","421583800.0","4.287","1.358","719050240.00","457668199.00","21916387068.039","16746079000.000","6.633","7.3","6.741","2.535","朱保国","个人","19.4","53082272.0","940104690.16","","6.1","丽珠得乐系列产品||抗病毒颗粒||丽申宝||乐宝得||壹丽安||丽福康||丽康乐||美伐他汀||硫酸粘菌素||苯丙氨酸||头孢曲松钠||hiv抗体诊断试剂||肺炎支原体抗体诊断试剂(被动凝聚法)||梅素旋转体抗体诊断试剂(凝聚法)||头孢呋辛钠||胶囊||万古霉素||头孢曲松||艾普拉唑肠溶片||丽珠得乐系列||头孢呋辛||参芪扶正注射液||处方药||otc||普药||疫苗||中药注射剂||诊断试剂||中药||高端药品||高端专科药||原料药||单抗||专科药||生物药||肺炎支原体抗体诊断试剂（被动凝聚法）||梅素旋转体抗体诊断试剂（凝聚法）||西药制剂||中药制剂||诊断设备","生产和销售自产的中西原料药、医药中间体、中药材、中药饮片医疗器械、卫生材料、保健品、药用化妆品、中西成药、生化试剂，兼营化工、食品、信息业务，医药原料药、医疗诊断设备及试剂；药物新产品的研究和开发，技术成果转让；管理服务；医疗诊断设备的租赁；本企业自产产品及相关技术的进出口业务；批发中成药、化学原料药及其制剂、抗生素原料药及其制剂、生物制品（预防性生物制品除外）、生化药品。（涉及配额许可证、国家有专项规定的商品应按有关规定办理；需其他行政许可项目，取得许可后方可经营）","广东省","珠海市"
"000519.SZ","中兵红箭","MSCI潜力股;军民融合;阅兵;增碳剂;火箭军;超硬材料;新材料概念;军工;中兵系;央企国资改革;年报预增","国防军工-国防军工-地面兵装","制造指数;中证500;深证综指;中证A股;中证700;中证全指;新指数;新兴综指;中证800;深证A指","中盘股","深证上市公司;全部A股(非ST);全部A股;全部上市公司;全部AB股;深证AB股;深证A股;深证主板A股","红二兵||趋势拐点||底部吸筹","低估值||本月发生大宗交易||圆弧顶","行情收盘价上穿5日||boll突破中轨||kdj金叉","行情收盘价下穿5日||wr超买","7.88","6.80","7.94","7.8","0.68","11.596","","0.1865","5.5559","1.544","","11351267.0","89188588.0","1.765","-1.592","1403461644.00","735174962.00","11227693152.0","5859344400.000","40.559","312.639","93.633","1.454","中国兵器工业集团有限公司","中央国有企业","42.4608","-16493578.0","261676912.23","","6.2","高性能铁镍复合板||高品级金刚石聚晶复合片||石墨化焦粒(粉)||立方氮化硼||缸套||活塞||拖内配件||汽车配件||摩托车配件||工矿机||工矿机械配件||超硬材料||金刚石||导弹||石墨||钻石||内燃机配件","超硬材料及其工具、高性能磨料及磨具、石墨及其制品的研发、生产、销售；网络工程、电子系统工程施工；计算机软硬件开发及成果转让；拖内配件、汽车配件、摩托车配件、工矿机械配件、专用组合机床、摩托车、工程车、金属材料、通讯器材的制造、销售；家用电器、建材化工（不含危险品）、网络产品的销售；动力机械及相关的高新技术产品的研制；对外综合投资开发；货物进出口、技术进出口。（以上项目国家法律法规限制或禁止的除外，涉及资质证的凭资质证经营）。","湖南省","湘潭市"
"000520.SZ","长航凤凰","债转股;航运概念","交通运输-港口航运-航运Ⅲ","中证A股;中证全指;中证1000;新指数;深证A指;运输指数;深证综指","小盘股","深证A股;深证AB股;全部上市公司;深证主板A股;全部A股;全部A股(非ST);全部AB股;深证上市公司","光脚阳线||放量||阳线","光脚阳线||圆弧顶||5日均线大于10日均线","行情收盘价上穿5日||boll突破中轨||dmi金叉","行情收盘价下穿5日||wr超买","3.41","3.08","3.42","3.35","1.03","10.526","","0.0591","0.3713","1.042","","10541194.0","35698465.0","2.047","1.987","1012083455.00","1012083455.00","3481567085.2","3248787900.000","56.595","75.375","67.911","8.845","陈德顺","个人","17.7273","-8566571.3","59860371.78","","5.5","干散货运输||散货航运||干散货||船舶代理||货运代理||综合物流及特种大件运输||船舶租赁||船员劳务||物业管理||船员派遣服务||资||产出租等||资产出租","船舶租赁、销售、维修及技术开发；引航、国内船舶代理、货运代理业务；劳务服务及与水路运输相关业务；综合物流；对交通环保产业、交通科技产业的投资；高新科技产品研制、开发及应用（国家有专项审批的项目经审批后方可经营）。国内沿海、内河普通货船及外贸集装箱内支线班轮运输；国际船舶普通货物运输。","湖北省","武汉市"
"000523.SZ","广州浪奇","南沙新区;土地流转;三旧改造;广东国资改革;地方国资改革;啤酒概念;白糖;粤港澳大湾区","化工-化学制品-日用化学产品","深证A指;深证综指;制造指数;中证全指;中证A股;新指数","小盘股","深证AB股;全部AB股;深证上市公司;全部A股;全部A股(非ST);深证A股;全部上市公司;深证主板A股","假阳线||放量||下降通道","社保重仓||最近一个月强于大盘的股票||社保持股（近六个月）","kdj超卖","行情收盘价下穿5日","7.55","4.08","7.59","7.33","1.59","6.086","","0.034","3.0034","1.168","0.25252525","5205819.0","38777873.0","3.448","-1.211","627533125.00","534885668.00","3030984993.75","2369543500.000","74.967","129.124","78.495","1.478","广州市国有资产监督管理委员会","地方国资委","44.26","-13379601.3","21023328.76","","5.8","民用产品||磺酸||工业产品||南沙新区||广东土改||旧城改造||浪奇牌合成洗衣粉||洗衣粉||液体洗涤剂||皂类","香料、香精制造;口腔清洁用品制造;肥皂及合成洗涤剂制造;有机化学原料制造(监控化学品、危险化学品除外);专项化学用品制造(监控化学品、危险化学品除外);纸和纸板容器制造;塑料包装箱及容器制造;化妆品及卫生用品批发;清洁用品批发;婴儿用品批发;其他非危险基础化学原料制造;其他合成材料制造(监控化学品、危险化学品除外);化妆品制造;石油制品批发(成品油、危险化学品除外);化肥批发;非金属矿及制品批发(国家专营专控类除外);香精及香料批发;包装材料的销售;日用杂品综合零售;化工产品零售(危险化学品除外);商品批发贸易(许可审批类商品除外);货物进出口(专营专控商品除外);技术进出口;百货零售(食品零售除外);场地租赁(不含仓储);商品信息咨询服务;食品添加剂批发;机械设备租赁;工程和技术研究和试验发展;化工产品检测服务;商标代理等服务;汽车租赁;其他仓储业(不含原油、成品油仓储、燃气仓储、危险品仓储);化工产品批发(含危险化学品;不含成品油、易制毒化学品);预包装食品批发;农药批发(危险化学品除外);非药品类易制毒化学品销售。","广东省","广州市"
"000528.SZ","柳工","东盟北部湾;马歇尔计划;高端装备;融资融券;深股通;转融券标的;挖掘机;大国重器标的;地方国资改革;一带一路;证金持股;机械装备;年报预增","机械设备-专用设备-工程机械","深证300;中证800;新指数;深证200;深证A指;中证A股;中证700;中证全指;深证成指;制造指数;中证500;深证综指;深证1000","中盘股","全部A股(非ST);全部上市公司;深证上市公司;深股通;全部A股;深证A股;深证AB股;全部AB股;深证主板A股","长下影线||缩量||下降通道","超低估值||基金新进持股比例大于5%||低估值","行情收盘价上穿5日||kdj金叉||lwr买入信号","行情收盘价下穿5日","9.94","6.21","10.04","9.81","0.73","23.859","","0.6355","8.5004","2.589","1.75849941","29130574.0","289357660.0","2.314","-1.115","1125242136.00","1125102095.00","11409516786.24","11993588300.000","27.907","30.179","42.65","1.274","广西壮族自治区国有资产管理委员会","地方国资委","32.2264","14205091.0","715136771.96","","6.5","其他工程机械及配件等||融资租赁业务||起重机||滑移装载机||叉车||推土机||平地机||压路机||土石方机械||租赁业务||汽车起重机||转载机||挖掘机||融资租赁||装载机||工程机械||基础设施建设||轴承||重工机械","主要从事工程机械及配件制造；工程机械及零配件批发、零售、维修、售后服务、进出口业务；机械设备租赁、工程机械及配件的回收和再制造（限分公司经营）；工矿设备及配件、汽车配件、五金交电、电工器材、五金工具、机电成套设备等。","广西壮族自治区","柳州市"
"000531.SZ","穗恒运A","参股保险;电力改革;融资融券;转融券标的;广东国资改革;地方国资改革;粤港澳大湾区;燃料电池","公用事业-电力-火电","中证A股;水电指数;深证综指;新指数;深证A指;中证全指","中盘股","全部AB股;全部A股;全部上市公司;深证主板A股;深证AB股;深证A股;全部A股(非ST);深证上市公司","缩量||下降通道||阳线","圆弧顶||持续5天缩量||箱体震荡","kdj超卖||macd金叉||mtm金叉","mtm死叉","7.16","5.27","7.37","7.15","1.01","18.708","燃料电池||电力改革||粤港澳大湾区","0.1064","5.6705","0.354","1.25786164","2425745.0","17694958.0","3.06","-3.832","685082820.00","685080718.00","5172375291.0","3260984200.000","33.373","25.165","19.038","0.844","广州开发区管理委员会","地方政府","39.59","195542.9","72878183.33","","5.7","蒸汽||脱硫剂||房地产||电力||火电||发电业务||证券业务||热电||供电","火力发电;热力生产和供应;企业自有资金投资;仪器仪表修理;电力电子技术服务；(依法须经批准的项目，经相关部门批准后方可开展经营活动)","广东省","广州市"
